actorid,name,date_of_birth,birth_city,birth_country,height_inches,biography,gender,ethnicity,networth
2258,Bonnie Wright,1991-02-17,London,UK,66,"Bonnie Francesca Wright was born on February 17, 1991 to jewelers Gary Wright and Sheila Teague. Her debut performance was in Harry Potter and the Sorcerer's Stone (2001) as Ron Weasley's little sister Ginny Weasley. Bonnie tried out for the film due to her older brother Lewis mentioning she reminded him of Ginny. Her role in the first film was a ...",,,4000000
1718,Brad Garrett,1960-04-14,Woodland Hills,USA,81,"Standing 6 feet 9 inches tall, Garrett grew up in Woodland Hills outside of Los Angeles. His father was a hearing aid specialist working in geriatrics and his mother was a housewife. Garrett spent a whopping six weeks at UCLA before going into stand-up comedy full time. He began performing his act at various Los Angeles comedy clubs, getting his ...",,,50000000
722,Brad Pitt,1963-12-18,Shawnee,USA,61,"An actor and producer known as much for his versatility as he is for his handsome face, Golden Globe-winner Brad Pitt's most widely recognized role may be Tyler Durden in Fight Club (1999). However, his portrayals of Billy Beane in Moneyball (2011), and Rusty Ryan in the remake of Ocean's Eleven (2001) and its sequels, also loom large in his ...",Male,,300000000
739,Brad Renfro,1982-07-25,Knoxville,USA,68,"Brad Renfro was born on July 25, 1982 in Knoxville, Tennessee, to Angela Denise McCrory and Mark Renfro, a factory worker. He was discovered at age 10 by director Joel Schumacher and was cast in the motion picture The Client (1994), which starred Susan Sarandon and Tommy Lee Jones. Although this would be his zenith, he went on to appear in other ...",,,300000
380,Brad Sullivan,1931-11-18,Chicago,USA,,"Brad Sullivan was born on November 18, 1931 in Chicago, Illinois, USA as Bradford Edward Sullivan. He was an actor, known for Slap Shot (1977), Sister Act 2: Back in the Habit (1993) and The Untouchables (1987). He died on December 31, 2008 in Manhattan, New York City, New York, USA.",Male,White,
1857,Bradley Cooper,1975-01-05,Philadelphia,USA,73,"Bradley Charles Cooper was born on January 5, 1975 in Philadelphia, Pennsylvania. His mother, Gloria (Campano), is of Italian descent, and worked for a local NBC station. His father, Charles John Cooper, who was of Irish descent, was a stockbroker. Immediately after Bradley graduated from the Honors English program at Georgetown University in 1997...",,,100000000
1791,Bradley Pickren,2002-10-0,USA,,,"Bradley Pickren was born in October 2002 in the USA as Bradley William Pickren. He is an actor, known for Meet the Fockers (2004).",,,
341,Bradley Pierce,1982-10-23,,,65,"Bradley Pierce was born and raised in Glendale, Arizona. He moved to southern California to begin acting at age 6 and has since appeared in various projects ranging from commercial and voiceover to television and film. He is known for voicing Chip in Disney's Beauty and the Beast and Tails in the Saturday morning cartoon series Sonic the Hedgehog....",Male,White,300000
496,Bradley Whitford,1959-10-10,Madison,USA,61,"Bradley Whitford's credits in film, television and theater include work with some of the most noted writers, directors and playwrights in the arts, and constitute a career worthy of a Juilliard-trained actor -- which he is. But stardom is something else altogether, and it remained elusive, at least until 1999 and his appearance on NBC's acclaimed ...",Male,White,11000000
992,Brandon Hammond,1984-02-06,Baton Rouge,USA,,"Brandon Hammond was born on February 6, 1984 in Baton Rouge, Louisiana, USA. He is an actor and director, known for Soul Food (1997), Mars Attacks! (1996) and Our America (2002).",,,300000
2020,Brandon Routh,1979-10-09,Des Moines,USA,74,"Brandon James Routh (pronounced like ""south"") was born in Des Moines, Iowa, and grew up in nearby Norwalk. He is the son of Catherine LaVonne (Lear), a teacher, and Ronald Wayne Routh, a carpenter. Routh has English, Scottish, and German ancestry. He attended the University of Iowa and starred in many productions at the Norwalk Theater of ...",,,5000000
2552,Brandon Salgado Telis,2002-09-17,Pasadena,USA,65,"Born and raised in the Pasadena, California, Brandon began his acting career at the age of five, booking his first commercial along side Ashton Kutcher for Nikon Cameras. From that point on, Brandon's acting career has thrived playing numerous characters on network commercials television and film. Brandon is all about ""the funny"", making people ...",Male,White,
981,Brawley Nolte,1986-06-20,Los Angeles,USA,,"Brawley Nolte was born on June 20, 1986 in Los Angeles, California, USA as Brawley King Nolte. He is known for his work on Ransom (1996), Affliction (1997) and Hotel Rwanda (2004). He has been married to Navi Rawat since September 22, 2012.",Male,White,
434,Breffni McKenna,,,,,"Breffni McKenna is an actor, known for The Crying Game (1992), Leap Year (2010) and Maurice (1987).",Male,,
931,Brenda Fricker,1945-02-17,Dublin,Ireland,66,"Irish character actress Brenda Fricker was born in Dublin, and gained experience in Irish theatre and with the National Theatre, the Royal Shakespeare Company, and the Court Theatre Company in Great Britain. Brenda received great acclaim for her Oscar-winning supporting performance as the determined mother of a son afflicted with cerebral palsy in...",Female,White,
1057,Brendan Fraser,1968-12-03,Indianapolis,USA,74,"Brendan James Fraser was born in Indianapolis, Indiana, to Canadian parents Carol Mary (Genereux), a sales counselor, and Peter Fraser, a journalist and travel executive. He is of Irish, Scottish, German, Czech, and French-Canadian ancestry. As his parents frequently moved, Brendan can claim affinity with Ottawa, Indianapolis, Detroit, Seattle, ...",,,20000000
1454,Brendan Gleeson,1955-03-29,Dublin,Ireland,73,"Brendan Gleeson was born in Dublin, Ireland, to Pat and Frank Gleeson. From a very young age, he loved to learn, especially reading classical text in and outside the classroom. He took great attention to Irish play writers such as Samuel Beckett, which eventually led to him performing in his high school play production of ""Waiting for Godot"", and ...",,,4000000
1839,Brendan King,,,,,"Brendan King is an actor, known for The Polar Express (2004) and Old Dogs (2009).",,,
261,Brent Jennings,,Little Rock,USA,,"Brent Jennings was born in Little Rock, Arkansas, USA. He is an actor, known for Red Heat (1988), Moneyball (2011) and Witness (1985). He has been married to Juanita Mahone since August 8, 1985. They have three children.",Male,African American,
2387,Brent Musburger,1939-05-26,Billings,USA,,"Brent Musburger was born on May 26, 1939 in Billings, Montana, USA as Brent Woody Musburger. He is an actor, known for The Waterboy (1998), Planes (2013) and Cars 2 (2011). He has been married to Arlene Clare Sander since June 8, 1963. They have two children.",,,
934,Brent Spiner,1949-02-02,Houston,USA,61,"Brent Spiner, whose primary claim to fame is his portrayal of the beloved android Data on the television series Star Trek: The Next Generation (1987), was born and raised in Houston, Texas. His parents, Sylvia (Schwartz) and Jack Spiner, owned and operated a furniture store, and were both from Jewish immigrant families (from Austria, Hungary, and ...",Male,White,16000000
408,Brian Blessed,1936-10-09,Mexborough,UK,69,"Boisterous British actor Brian Blessed is known for his hearty, king-sized portrayals on film and television. A giant of a man accompanied by an eloquent wit and booming, operatic voice, Brian was born in 1936 and grew up in the mining village of Goldthorpe in South Yorkshire. His father was a miner who wanted a better life for his son; Brian lost...",Male,,500000
1578,Brian Cox,1946-06-01,Dundee,UK,66,"Brian Cox is an Emmy Award-winning Scottish actor. He was born on June 1, 1946 in Dundee, Scotland, to Mary Ann Guillerline Cox, maiden surname McCann, a spinner, and Charles McArdle Campbell Cox, a shopkeeper and butcher. His father was of Irish ancestry and his mother was of Irish and Scottish descent. Cox first came to attention in the early ...",,,15000000
1174,Brian Delate,1949-04-08,Trenton,USA,75,"Brian Delate was born in Trenton, New Jersey, but grew up mostly in Bucks County, Pennsylvania. His father, Joseph, was a gifted tennis player and World War II veteran. His mother, Patricia, held a key position at Gallup and Robinson in Princeton, New Jersey. Delate was a below-average student for the most part, unless his passion was ignited by ...",,,
223,Brian Dennehy,1938-07-09,Bridgeport,USA,75,"Imposing, barrel-chested and now silver-haired Brian Dennehy is a prolific US actor, well respected on both screen and stage for the best part of 25 years. He was born in July 1938 in Bridgeport, CT, and attended Columbia University in New York City on a football scholarship. He majored in history, before moving on to Yale to study dramatic arts. ...",Male,White,12000000
454,Brian Doyle-Murray,1945-10-31,Chicago,USA,68,"Brian Doyle-Murray was born on October 31, 1945 in Chicago, Illinois, USA as Brian Murray. He is an actor and writer, known for Caddyshack (1980), National Lampoon's Christmas Vacation (1989) and JFK (1991). He has been married to Christina Stauffer since August 28, 2000.",Male,,
2110,Brian Haley,1963-02-12,Seattle,USA,72,"Began his professional career as a stand up comic in the Seattle area in the mid '80s, though was acting in Seattle theater since a child. He got his proverbial 'big break' in 1990 as a stand up on The Tonight Show with Johnny Carson. An HBO special followed as well as a two year deal for his own show at Fox television, which did not produce a ...",,,
1963,Brian Howe,1953-07-22,,,72,"Brian Howe is an actor, known for The Newsroom (2012), The Pursuit of Happyness (2006) and Westworld (2016).",Male,White,
2535,Brian Huskey,1968-09-08,Charlotte,USA,61,"Brian Huskey was born on September 8, 1968 in Charlotte, North Carolina, USA. He is an actor and writer, known for Land of the Lost (2009), Meet Dave (2008) and This Is the End (2013).",Male,,
161,Brian Tochi,1959-05-02,Los Angeles,USA,68,"Film audiences television viewers know Brian Tochi as a star of several hit films, a collection of six television series, theater, and a multitude of guest-starring and co-starring roles in episodic television. Brian has starred or co-starred in over 25 motion pictures and their sequels, among them Revenge of the Nerds (1984) and Revenge of the ...",Male,Asian,
1701,Brian Van Holt,1969-07-06,Waukegan,USA,74,"Brian Van Holt was born on July 6, 1969 in Waukegan, Illinois, USA as Brian E. Van Holt. He is an actor, known for Black Hawk Down (2001), Basic (2003) and John from Cincinnati (2007).",Male,,
281,Bridget Fonda,1964-01-27,Los Angeles,USA,66,"Bridget Jane Fonda was born in Los Angeles, California, to Susan Brewer and actor Peter Fonda. She is the granddaughter of Henry Fonda and niece of Jane Fonda, both famous actors. Bridget made her film debut at age five as an extra in Easy Rider (1969), but first became interested in acting after appearing in a high school production of ""Harvey."" ...",Female,,50000000
1808,Bridget Moynahan,1971-04-28,Binghamton,USA,69,"Bridget Moynahan was born on April 28, 1971 in Binghamton, New York, USA as Kathryn Bridget Moynahan. She is an actress, known for I, Robot (2004), Lord of War (2005) and Battle Los Angeles (2011). She has been married to Andrew Frankel since October 17, 2015.",,,25000000
1028,Bridgette Wilson-Sampras,1973-09-25,Gold Beach,USA,69,"Bridgette Wilson was born in Gold Beach, Oregon, on September 25, 1973. The brown-eyed actress grew up there with her parents, Kathy and Dale Wilson, and sister, Tracy Wilson. Her first taste of fame came in 1990 when she won Miss Teen USA. The next year she was in Los Angeles taking acting classes. Her break-through came in 1991 when she landed ...",,,
